negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,xx,c,infl,r,rer,bstar
49,pesszimista,0.000558855669982389,0.000626743930179673,0.000248788622070578,0.000282691431109731,0.000909950863331298,0.000143442706052927,5.52400215261667e-05,0.000757917552714916,0.00145713593854112,0.00146112746942656,0.00301229670069328,-0.000214030957895055,-0.000213216672651526,-0.000419251689619208,0.000493490467775979,0.000330954742046757,-2.85569496158325e-06,9.98485870425596e-07,0.00038732139377592,-0.0075039939434817
50,pesszimista,0.000563733772672238,0.000632391513392592,0.000248343571500948,0.000282458249193622,0.00092116083911206,0.000141803610587685,5.2428788130896e-05,0.000767404304612238,0.00146961509297761,0.00147380934606388,0.00303475954571486,-0.000213841508891264,-0.000213009306167283,-0.000418554916445866,0.00049821704896821,0.000334749188338639,-2.93384481380148e-06,1.57617255995883e-06,0.000390255238589722,-0.00750630469023984
51,pesszimista,0.000568767714882411,0.000638224048291617,0.000248064539626291,0.000282471299679463,0.000932448259707283,0.000140285358881975,4.97662503451447e-05,0.000776903305678555,0.00148204946031389,0.0014864512088745,0.00305689751762882,-0.000213692205423775,-0.000212841944341231,-0.000417961243031475,0.000503003408022301,0.000338903883783243,-3.01612619208698e-06,2.063728851879e-06,0.000393271364781809,-0.00750825491540752
52,pesszimista,0.00057395392056007,0.000644236309622568,0.000247954843825535,0.000282723110250353,0.000943809995286317,0.000138893827470397,4.72504613017611e-05,0.000786415119410153,0.00149442219525792,0.00149903580396847,0.0030786738539218,-0.000213583074403413,-0.000212714739813995,-0.000417466784302242,0.000507851836702555,0.000343418655690561,-3.09899857908325e-06,2.47519109314442e-06,0.000396370363360892,-0.00750990076437258
53,pesszimista,0.000579284715965289,0.000650418477775769,0.000248013295657555,0.000283202704537454,0.000955238493484603,0.000137631157774954,4.4877634109112e-05,0.000795936999040396,0.00150671654684758,0.00151154601451089,0.00310005147474661,-0.000213514295560045,-0.000212627969841417,-0.000417068149887592,0.000512761260829366,0.00034828582971264,-3.17961922714915e-06,2.8230595507041e-06,0.000399549982588041,-0.00751129223820282
54,pesszimista,0.000584749312032628,0.000656757276689668,0.000248235194574347,0.000283896578574573,0.000966722762081452,0.000136496508455152,4.26425971808576e-05,0.000805463521886706,0.00151891582698421,0.00152396482795639,0.00312099288774714,-0.000213486186741056,-0.000212582025500608,-0.00041676241235723,0.000517727904999193,0.000353492115123836,-3.2557347398211e-06,3.11840178095361e-06,0.000402805717327862,-0.00751247360712381
55,pesszimista,0.0005903345985578,0.000663236886695137,0.000248613148385397,0.0002847894766651,0.000978249167738537,0.000135486691744845,4.05391725548172e-05,0.000814987122359559,0.00153100336148206,0.00153627528539779,0.00314146007430228,-0.000213499198043187,-0.0002125774093469,-0.000416547080771735,0.000522745852323413,0.00035902012681185,-3.32558609329354e-06,3.37097334530198e-06,0.000406131303421156,-0.00751348389338121
56,pesszimista,0.000596025780405274,0.000669839669677852,0.000249137745567624,0.000285865001267818,0.00098980207940891,0.000134596707726205,3.85604877465729e-05,0.000824498536160499,0.0015429624284948,0.00154846041811056,0.00316141436275045,-0.000213553911948754,-0.000212614738670807,-0.000416420078482501,0.000527807512090985,0.00036484960360673,-3.38782570801687e-06,3.58934487247417e-06,0.000409519129129173,-0.0075143573794899
57,pesszimista,0.000601806882657647,0.000676546739877005,0.000249798102066638,0.000287106087513241,0.00100136438201278,0.00013382018925931,3.66992303156013e-05,0.000833987166938572,0.00155477618762853,0.00156050317476253,0.00318081629231414,-0.000213651047543502,-0.00021269475243281,-0.000416379724408831,0.000532904007004262,0.000370958376455803,-3.44144527663234e-06,3.78102796496654e-06,0.000412960574405805,-0.00751512411185987
58,pesszimista,0.000607661147720687,0.000683338408656788,0.000250582302347693,0.000288495368175342,0.00101291788238495,0.000133149769066494,3.49478531363895e-05,0.000843441385490491,0.00156642760187261,0.001572386341531,0.00319962547007025,-0.000213791467553652,-0.000212818320630125,-0.000416424717237649,0.000538025490440531,0.000377323132188414,-3.48571315734826e-06,3.95259525927045e-06,0.000416446287563153,-0.00751581038103708
59,pesszimista,0.000613571343525532,0.000690194526612736,0.000251477751563298,0.000290015450206659,0.00102444362592817,0.000132577379289025,3.32987373417514e-05,0.000852848770486884,0.00157789935363167,0.00158409245648377,0.00321780042233709,-0.000213976187400721,-0.000212986455320732,-0.000416554122147327,0.000543161403066013,0.000383920010747605,-3.52012024441673e-06,4.10979203936647e-06,0.00041996640780757,-0.00751643916815747
60,pesszimista,0.000619519998483294,0.000697094741900976,0.000252471453047292,0.000291649119744933,0.0010359221391759,0.000132094492709504,3.17443190156171e-05,0.000862196298688413,0.00158917375555637,0.00159560371896808,0.00323529844118717,-0.00021420638578304,-0.000213200322845473,-0.00041676735976581,0.00054830067708119,0.000390725066628623,-3.54433332570425e-06,4.25763824749232e-06,0.000423510741133274,-0.00751703055298997
61,pesszimista,0.000625489575889909,0.000704018689905661,0.000253550223027253,0.000293379488990228,0.00104733361070804,0.000131692313780451,3.02771849346327e-05,0.000871470491681409,0.00160023265647818,0.0016069018943413,0.00325207542636013,-0.000214483416496042,-0.000213461256993606,-0.000417064197147635,0.000553431895410128,0.000397714619210038,-3.55815502965467e-06,4.40052066052166e-06,0.000427068896162929,-0.00751760208264209
62,pesszimista,0.000631462598064393,0.0007109461263111,0.000254700852489428,0.000295190095541093,0.00105865802059131,0.000131361926626083,2.88901419725107e-05,0.000880657525311261,0.00161105734249319,0.0016179682141066,0.00326808572257042,-0.000214808821334322,-0.000213770772987089,-0.000417444740605469,0.000558543412262319,0.000404865511750434,-3.56148954966243e-06,4.54227553742529e-06,0.000430630385712591,-0.0075181691021497
63,pesszimista,0.000637421728578987,0.000717857013248501,0.000255910224508005,0.000297064962589368,0.00106987522668773,0.000131094406293983,2.75762641727304e-05,0.000889743307219771,0.00162162843306312,0.00162878327133358,0.00328328195202277,-0.000215184344003666,-0.000214130582241387,-0.000417909430267645,0.000563623440692133,0.000412155294951401,-3.55431341313274e-06,4.68626231217335e-06,0.000434184699125724,-0.00751874504924869
64,pesszimista,0.000643349819422955,0.000724731566331343,0.000257165394017186,0.000298988626693663,0.00108096501471824,0.000130880898726441,2.63289209522827e-05,0.000898713527196367,0.00163192577187211,0.00163932691111295,0.00329761484182378,-0.000215611945029044,-0.000214542607915012,-0.000418459036259714,0.000568660112055208,0.000419562347984782,-3.53665063574441e-06,4.83542900280035e-06,0.000437721349761469,-0.0075193417160112
65,pesszimista,0.000649229928747899,0.000731550268961175,0.000258453635909133,0.000300946138566971,0.00109190711780995,0.000130712674195709,2.51417894129888e-05,0.000907553684428073,0.00164192831207132,0.00164957811568716,0.00331103304588248,-0.000216093817687438,-0.000215009001299002,-0.00041909465642927,0.000573641511609371,0.000427065947565752,-3.50855166919753e-06,4.99237000216247e-06,0.000441229901430666,-0.00751996948000865
66,pesszimista,0.00065504531389503,0.000738293859172499,0.000259762466435898,0.000302923041323071,0.00110268121032674,0.000130581158299461,2.4008853301219e-05,0.000916249095175289,0.00165161399544357,0.00165951488380107,0.00332348296080925,-0.000216632405029713,-0.000215532159129161,-0.000419817715551581,0.00057855569392568,0.000434646293856896,-3.47007561356735e-06,5.15937685807181e-06,0.000444699977044233,-0.00752063750743229
67,pesszimista,0.00066077940364174,0.000744943293406573,0.00026107964213909,0.000304905329848354,0.00111326688002847,0.000130477944038133,2.29243907667427e-05,0.000924784883905502,0.00166095962491756,0.00166911410371673,0.00333490853524021,-0.000217230418088067,-0.000216114741932519,-0.000420629965970396,0.0005833906812587,0.000442284500576129,-3.4212752238015e-06,5.33848257112681e-06,0.000448121252268035,-0.00752135393028451
68,pesszimista,0.000666415752979712,0.000751479690896013,0.000262393139896673,0.000306879394340312,0.0011236435819831,0.000130394787989874,2.18829527233589e-05,0.000933145960481241,0.00166994072975144,0.00167835141922979,0.0033452510719286,-0.000217890855397159,-0.000216759693547639,-0.000421533489644397,0.000588134447570052,0.000449962555550981,-3.36218429434319e-06,5.53149985581806e-06,0.000451483436562378,-0.00752212599942327
69,pesszimista,0.000671937983216443,0.000757884261760396,0.000263691121139019,0.000308831950539003,0.00113379057713775,0.000130323593156867,2.08793333048116e-05,0.000941316985618055,0.00167853142258471,0.00168720108790828,0.00335444902185244,-0.000218617023988853,-0.000217470261987057,-0.000422530701585502,0.000592774890501511,0.000457663257040735,-3.29280705676262e-06,5.74005373359986e-06,0.000454776243619141,-0.0075229602149344
70,pesszimista,0.000677329709755058,0.000764138221428544,0.000264961882830769,0.000310749958746313,0.00114368685802085,0.000130256380674769,1.9908533636766e-05,0.000949282326500259,0.001686704247426,0.00169563583064741,0.00336243776948938,-0.000219412562053219,-0.000218250021839873,-0.000423624354690734,0.000597299793250258,0.000465370130389113,-3.21310927303768e-06,5.96560875934536e-06,0.000457989352892178,-0.00752386243503738
71,pesszimista,0.000682574459539651,0.000770222693598016,0.000266193797430651,0.000312620533363025,0.00115331106368403,0.000130185252251031,1.89657199070278e-05,0.000957026004163444,0.00169443001750003,0.00170362667149543,0.00336914940830337,-0.000220281463492006,-0.000219102898443263,-0.000424817545984712,0.000601696778005959,0.00047306732894426,-3.12301075215725e-06,6.20949112568093e-06,0.000461112363644336,-0.00752483796450272
72,pesszimista,0.000687655579848421,0.000776118603607337,0.000267375243722021,0.0003144308443672,0.00116264138569465,0.000130102344924901,1.80461765097843e-05,0.000964531634021536,0.0017016776417218,0.0017111427665552,0.0033745125053758,-0.000221228104625454,-0.000220033194083627,-0.000426113724304971,0.00060595325236487,0.000480739522674826,-3.02237906045823e-06,6.4729058425652e-06,0.000464134742704794,-0.00752589162337026
73,pesszimista,0.000692556139870659,0.000781806563827635,0.000268494530149177,0.000316168011905224,0.00117165546675305,0.000129999779519414,1.71452548636899e-05,0.000971782360730554,0.00170841393839685,0.00171815122060448,0.00337845185399401,-0.000222257273349081,-0.000221045616521195,-0.000427516699477367,0.000610056349938042,0.000488371777514256,-2.91102423701533e-06,6.75694915138751e-06,0.000467045766941809,-0.00752702779660555
74,pesszimista,0.000697258826316036,0.000787266752477486,0.000269539812096894,0.000317818994968805,0.00118033029333364,0.000129869603981788,1.62583183566454e-05,0.000978760788440245,0.00171460343456528,0.00172461688990343,0.00338088821288475,-0.000223374201074115,-0.00022214531016626,-0.000429030653043699,0.000613992866217601,0.00049594942817991,-2.78869436498177e-06,7.06261630349905e-06,0.000469834461306791,-0.007528250465214
75,pesszimista,0.000701745834177086,0.000792478787130353,0.00027049900441371,0.00031937047498934,0.00118864208363681,0.000129703732682315,1.53806837510993e-05,0.000985448907388088,0.0017202081492118,0.00173050216947132,0.00338173803064764,-0.000224584597823622,-0.000223337890270901,-0.000430660150618483,0.000617749190656428,0.000503457947043357,-2.65507188857216e-06,7.39080481297981e-06,0.000472489533195363,-0.00752956321925192
76,pesszimista,0.000705998753700847,0.000797421594121776,0.000271359690404344,0.000320808735098146,0.00119656617209278,0.000129493882662469,1.45075592918255e-05,0.000991828017738028,0.00172518735835506,0.00173576676291444,0.00338091315380508,-0.000225894690896197,-0.000224629480537086,-0.000432410155966469,0.000621311235852126,0.000510882811579283,-2.50977060396966e-06,7.74231328408686e-06,0.000474999303799333,-0.00753096925313635
77,pesszimista,0.000709998454627714,0.000802073275079382,0.000272109028505976,0.000322119535782337,0.00120407689168261,0.000129231507790992,1.3633979693168e-05,0.000997878651559848,0.00172949733980623,0.0017403674326748,0.00337832051674116,-0.000227311267550311,-0.000226026754580333,-0.000434286046907051,0.000624664364706801,0.000518209373002654,-2.35233329144944e-06,8.11783591785179e-06,0.000477351637090782,-0.00753247134367141
78,pesszimista,0.000713724968829997,0.00080641097189966,0.000272733657920559,0.000323287987716952,0.00121114745544228,0.000128907731802938,1.27547381448153e-05,0.00100358049388616,0.00173309109515001,0.00174425772834403,0.00337386181165272,-0.000228841722204688,-0.00022753698172746,-0.000436293633165966,0.000627793316461347,0.000525422728927864,-2.18222999610127e-06,8.51795282353972e-06,0.000479533867086883,-0.00753407181129416
79,pesszimista,0.00071715737263608,0.000810410731690183,0.000273219604605485,0.000324298422682017,0.00121774983869944,0.000128513281262847,1.18643154649576e-05,0.0010089123038754,0.00173591804625212,0.00174738769045089,0.0033674331364847,-0.00023049410869308,-0.000229168077666689,-0.000438439176308481,0.000630682132578654,0.00053250760326388,-1.998857006394e-06,8.94311630434362e-06,0.000481532724093277,-0.00753577246521737
80,pesszimista,0.000720273670367273,0.000814047373495484,0.000273552189233894,0.00032513426368754,0.0012238546638684,0.000128038419611559,1.095680654841e-05,0.00101385183725436,0.00173792370333849,0.00174970352688592,0.00335892461867034,-0.000232277198154446,-0.00023092866050782,-0.000440729411901308,0.000633314083577633,0.000539448237112689,-1.80153662417446e-06,9.39363335953779e-06,0.000483334260717452,-0.00753757453343815
