negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,acc_E,acc_D,xx,c,infl,r,rer,bstar
76,optimista,0.00247633970936015,0.00268561691843715,0.00204507184834636,0.00348552445437993,0.00181907273008274,0.00172032498890754,0.00278436646240974,0.00135040396702898,0.00855147662829276,0.0113691753767207,0.00736896939730391,-0.000460075658035018,-0.00044509567076791,-0.000916274730404418,0.00604058859463902,0.00731934420892161,0.00157530341301749,0.00161606160530329,-1.76829470130797e-05,-4.74460996456935e-06,0.001947555874258,-0.0124810215601417
77,optimista,0.0024973821615929,0.00270808061379804,0.0020662723823162,0.00352511117776024,0.0018248044377882,0.00173932010239992,0.00281919148248645,0.00135295285199993,0.00860737295337553,0.0114492472404915,0.00737071662843554,-0.000462311708885504,-0.000447141690842524,-0.000919687093333756,0.00605912372321417,0.00733929680468967,0.00158580510412395,0.00164127453021766,-1.7451376093941e-05,-4.29780135740442e-06,0.00196500725035194,-0.0124828087945704
78,optimista,0.00251801137326597,0.00273006501125227,0.00208736018114667,0.00356456587374335,0.00182977148305451,0.00175830498554105,0.00285410579232215,0.00135488500757823,0.00866273465012674,0.0115292289497045,0.00736897666883475,-0.000464752734548784,-0.000449391414321883,-0.000923349208719271,0.00607976063382962,0.00736188081979093,0.00159595187074135,0.00166627961480165,-1.72050436148489e-05,-3.82235079719719e-06,0.00198221229396679,-0.0124847105968112
79,optimista,0.00253819903232699,0.00275153675040209,0.00210832311064754,0.00360388242812502,0.00183392083112039,0.00177727533793357,0.0028891201915835,0.00135615870459001,0.00871752954201641,0.0116091234296919,0.00736355405552331,-0.000467412980964296,-0.000451858610039566,-0.000927272565787954,0.00610262250068377,0.00738724522192121,0.00160571872271489,0.00169105379525475,-1.69431548126518e-05,-3.31778511524936e-06,0.00199915544877944,-0.012486728859539
80,optimista,0.00255791516287094,0.0027724605169008,0.00212914824852136,0.00364305399213825,0.00183719666899098,0.00179622652123115,0.00292424571730711,0.00135673008528806,0.00877172380041265,0.0116889350895458,0.00735424208480824,-0.000470307941347625,-0.000454558231616516,-0.000931469573649735,0.00612784500827645,0.00741555401767432,0.00161507933256504,0.00171557247061879,-1.66647788254216e-05,-2.78387541378575e-06,0.00201582022760486,-0.0124888644983449
1,pesszimista,-0.000680022619737595,0.000287582765467457,-0.00160449951210358,9.21583311905951e-05,-0.000945136200221047,-0.00310598556214845,-0.0031496865495881,-0.00311205356789944,3.36104580548648e-06,-5.30691812531247e-05,0.000817632554171473,0.000136009144595903,0.000128290827460549,-2.98084542430759e-05,-0.000272018289191805,-0.000320727068651373,-0.00311233950166185,0.000349739317326301,-0.00199130781429522,-0.000448919321015833,-0.00312488553008907,-0.00494752761643893
2,pesszimista,-0.00158158549046891,-0.0010440751000331,-0.00209146742852694,-0.00116890381585693,-0.00171694875881554,-0.00292555161752979,-0.00296976740574943,-0.00292068389521737,1.44623070187505e-05,-8.18166936763023e-05,0.000910117575356138,0.000110925963748547,0.000100127423315182,-4.77070099649985e-05,-0.000453067473310129,-0.000522936566641623,-0.00292560723254517,-0.00184509448411883,-0.000589809143138822,-0.00054146824129355,-0.00293972098413047,-0.00841767839909331
3,pesszimista,-0.00177529083915931,-0.00137782406086039,-0.00216629038010161,-0.00147257994132995,-0.00186778664988654,-0.00278306125808266,-0.00280424433697084,-0.00275789916697282,4.16436925331845e-05,-7.62161622017265e-05,0.00099454388546555,8.48110315242698e-05,7.15908532870108e-05,-6.64197072596652e-05,-0.000554729415362149,-0.000623473214862907,-0.00276986930745779,-0.00240725278759082,-0.000598289953143093,-0.000626378230479083,-0.00277957605627186,-0.0113730794193702
4,pesszimista,-0.00196391881219284,-0.00169661790929475,-0.00225557836811264,-0.00175481938128723,-0.00201918118856953,-0.00267036375790336,-0.0026503787456081,-0.00261779192156296,8.13505868007183e-05,-4.22696189502931e-05,0.0010699410084518,5.73546365947743e-05,4.22542837811068e-05,-8.6026995835355e-05,-0.000586229276247375,-0.000635587942086238,-0.00263862563886308,-0.00294716371665786,-0.000599123103943711,-0.000702886211046869,-0.00263931197700093,-0.0138558329313991
5,pesszimista,-0.0021573014721132,-0.00201637533566326,-0.00236078885274898,-0.00203236577908076,-0.00217863142301889,-0.00257947162488077,-0.00250452176436532,-0.0024942304237091,0.000130668784512317,1.53020073959311e-05,0.00113549036983456,2.83012391566942e-05,1.18018174951752e-05,-0.000106586960446201,-0.000554897363123657,-0.00056975429451124,-0.00252524522846887,-0.0034901451879475,-0.000592374881398994,-0.000770470771537426,-0.0025133816359628,-0.0158844091109365
6,pesszimista,-0.00236041946469347,-0.00234639299701205,-0.00248059197430297,-0.00231535788997556,-0.00234940108895106,-0.00250235760921684,-0.00236235187444867,-0.00238081285751993,0.000187157278650043,9.27396289749534e-05,0.00119044435005741,-2.58138088175998e-06,-2.00158077042986e-05,-0.000128146400309314,-0.000466499996891589,-0.000434251631073808,-0.0024228828252244,-0.0040507973410424,-0.000578086149520583,-0.000828752063322624,-0.00239586034908901,-0.0174591716338509
7,pesszimista,-0.00257441128466995,-0.00269076334210034,-0.00261130215093169,-0.00260883409557345,-0.00253135173808903,-0.00243075231750064,-0.00221901059157461,-0.0022707855012056,0.000248723755767705,0.000187014991679576,0.00123406382087858,-3.55250210727601e-05,-5.34135334468317e-05,-0.000150749032907157,-0.00032547495521233,-0.000235580052795658,-0.00232436831868062,-0.0046352861132293,-0.0005562813171749,-0.000877419812887045,-0.00228042281157524,-0.0185665296173525
8,pesszimista,-0.0027972968412165,-0.00304941029931701,-0.00274715615800658,-0.00291383800883954,-0.00272153037667709,-0.00235593795464131,-0.00206916234248272,-0.00215693137863858,0.000313531442032167,0.00029566399455898,0.00126556978161853,-7.07780532670398e-05,-8.85952761716322e-05,-0.000174441524933618,-0.000135097605396401,2.12451455527717e-05,-0.00222207273234542,-0.00524301103328993,-0.000526979901694405,-0.000916182654422008,-0.00216027801894141,-0.0191820112284135
9,pesszimista,-0.00302449291577969,-0.00341884761875531,-0.002880476165981,-0.00322823629777807,-0.00291457727938938,-0.00226853446501371,-0.00190699853432596,-0.00203143414276614,0.000379928862283881,0.000416666726646127,0.00128410579617764,-0.000108618079946577,-0.000125770401551311,-0.000199277879360004,0.000102403195306214,0.000332484377598132,-0.00210775354293766,-0.00586782619555614,-0.000490209759999712,-0.000944733674212219,-0.00202807102564784,-0.0192724677014454
10,pesszimista,-0.00324917821558467,-0.00379273778756856,-0.00300174568483707,-0.00354733197889428,-0.00310300257805136,-0.00215827465089981,-0.00172620133743883,-0.00188572051771009,0.000446396239898257,0.000548361289546488,0.00128870873706254,-0.000149361443357933,-0.000165164999988515,-0.000225322578088325,0.000385765602726148,0.000695524220929701,-0.001972381042408,-0.00649894005931383,-0.000446021211890635,-0.000962728301195061,-0.00187575816498387,-0.0187975518220675
11,pesszimista,-0.00346255134894055,-0.00416231006253022,-0.00309961856050885,-0.00386433644699046,-0.00327736782813887,-0.00201376479933991,-0.00151987946264844,-0.00171028342281552,0.000511503869536545,0.000689381935314273,0.00127828594268795,-0.000193370509909008,-0.000207029149139111,-0.000252652782855623,0.000714641782135241,0.00110876846063802,-0.00180594653544734,-0.00712158850174715,-0.000394501379071519,-0.000969771594350737,-0.00169446060532809,-0.017710565754856
12,pesszimista,-0.00365401464636695,-0.00451668219078046,-0.00316087527871946,-0.00417074926187924,-0.00342639970956028,-0.00182222699960838,-0.00128048593198032,-0.00149448685220679,0.000573878979264864,0.000838614608308627,0.00125159734152717,-0.000241059453908389,-0.000251641016238377,-0.0002813598246123,0.00108956442263173,0.00157155573213826,-0.00159725228486704,-0.00771755305014281,-0.000335788118972102,-0.000965412651780746,-0.00147429973825529,-0.0159587348219254
13,pesszimista,-0.0037994387191524,-0.00482655181766614,-0.00316304611995339,-0.0044409445929655,-0.00352653537369678,-0.00156921870557833,-0.000999726311928456,-0.00122635262795096,0.000694402784126046,0.00109509863302708,0.00120713705383373,-0.000381894321897724,-0.000388277208949612,-0.000400625234684169,0.00168991840303242,0.00230651539469155,-0.00133368224104484,-0.00825220389544957,-0.000270082953259724,0.00206211652600734,-0.00120421678499556,-0.0134984661040293
14,pesszimista,-0.00330573884931728,-0.00423170534606447,-0.00276962332087484,-0.00386501071234725,-0.0030603393066474,-0.00133275060506189,-0.000762671894114757,-0.000986670728144626,0.00123989240850566,0.00173683755145622,0.00165230399657529,-0.000334676151683115,-0.000337364675126321,-0.000457046159786223,0.00210578294594379,0.00280394977330362,-0.00109531524011523,-0.007441821076317,-0.000238131247596878,0.00130341026692357,-0.000966085537398683,-0.0112136410676943
15,pesszimista,-0.00262915893308217,-0.00336969263008115,-0.00226237282285603,-0.0030466028899992,-0.00243264167926307,-0.00111324629603694,-0.000565534252548899,-0.000774243168967334,0.00165857085858354,0.00223739473253727,0.00197177786041975,-0.000335364655815152,-0.00033531414570353,-0.000528395768549316,0.00246064481568252,0.0032216426715669,-0.000881362202636914,-0.00615256974754818,-0.000208044104633641,0.000661844013809638,-0.000758041432765041,-0.00939737605523855
16,pesszimista,-0.00194269305014455,-0.00248311693022667,-0.00175040542724971,-0.00221272452701834,-0.00179758221831736,-0.00091180021745907,-0.0004020996422431,-0.000587322426914959,0.00198600600874431,0.00265217810747977,0.00217442835540416,-0.000376814140312381,-0.00037499189975789,-0.000612802122280648,0.00284517637395491,0.00367587602022659,-0.000690797039344992,-0.00479124367112571,-0.000180845433880731,0.000153842925569995,-0.000577195998884311,-0.00811537170227998
17,pesszimista,-0.00136069305754678,-0.00173285998902769,-0.00130678676490732,-0.00151267302570446,-0.00125729426745069,-0.00072927503910376,-0.000265772708628606,-0.000423839844984199,0.00216831019343702,0.00288984299372951,0.0022743117970659,-0.000329055080365149,-0.000326234064621695,-0.000586012978405272,0.00307651007859197,0.00394007977874684,-0.000522300410227649,-0.003611296736631,-0.000156862659410161,-5.5058943404736e-05,-0.00042033333947415,-0.00727976422638106
18,pesszimista,-0.000885976991516344,-0.0011240635753924,-0.000935219163530198,-0.000948627990577156,-0.00081476707903858,-0.000565767225933778,-0.000150947670766702,-0.000281580760007381,0.00228672173692244,0.0030442043940735,0.00233701583062772,-0.000299097260981717,-0.000295848945350931,-0.000565745737220274,0.00321322808876661,0.00408869017531214,-0.000374259991076534,-0.00264539547706592,-0.000135933258619069,-0.00017662933740424,-0.000284400080855082,-0.00679348265038304
19,pesszimista,-0.000514723010513955,-0.000652496367798926,-0.000634541347043752,-0.000514643799495149,-0.000466860804961946,-0.000420750914296841,-5.30508197006821e-05,-0.00015832233952038,0.00236458812341724,0.00314675677008363,0.00237545934541409,-0.000280822232144162,-0.000277525740815268,-0.000550022410922549,0.00329288833973994,0.00416920100105349,-0.00024490426335252,-0.00189313949564134,-0.000117791060208226,-0.000235244173639092,-0.000166609020646855,-0.00655902330544363
20,pesszimista,-0.000233020727096253,-0.000299717612816956,-0.00039671217098591,-0.000191975743194881,-0.000201292247414854,-0.000293214975721906,3.14841102160381e-05,-5.192697697703e-05,0.00241798982705438,0.00321856434228112,0.00239945790453258,-0.000269738767416095,-0.000266614059297844,-0.000537359588106644,0.00333843262361114,0.00421035599914008,-0.000132403783862656,-0.00132887434849229,-0.000102112306157183,-0.000252008455536742,-6.44967144896725e-05,-0.00649196617785303
21,pesszimista,-2.34569709460127e-05,-4.22682185773652e-05,-0.0002110129192415,4.23280389781622e-05,-2.52448867658385e-06,-0.000181822480314344,0.000105352850298157,3.96026220478344e-05,0.00245742425081811,0.00327298126831681,0.00241592607858681,-0.000262764960968866,-0.000259913294870317,-0.000526713711835018,0.0033631976520072,0.00422858583644486,-3.49509495568305e-05,-0.000917165641859831,-8.85704025649342e-05,-0.00024348172875354,2.40736880752616e-05,-0.00652607308498584
22,pesszimista,0.000131026634035234,0.000142934525228852,-6.65799728236599e-05,0.000210452731598575,0.000144763374337822,-8.50580970528686e-05,0.000170556781558238,0.000118096081416123,0.00248936316357893,0.00331799380563074,0.00242937434755874,-0.000257929062039122,-0.00025537128634541,-0.000517394594390632,0.00337457612828436,0.00423272617684165,4.91831393903993e-05,-0.00062204832135356,-7.68651002690256e-05,-0.000221649328315439,0.000100938788344287,-0.00661340268673824
23,pesszimista,0.000245194226376816,0.000275874653621866,4.62609075508845e-05,0.000331366906444104,0.000253914461407417,-1.34758473556342e-06,0.000228575843552909,0.000185206750948564,0.0025175442543635,0.00335806743075901,0.00244248808373443,-0.000254069367250137,-0.000251777585671741,-0.000508974461513614,0.00337652844354198,0.00422726121449476,0.000121612398464297,-0.000411841327422523,-6.67347464447414e-05,-0.000194531807022615,0.000167673534789029,-0.00672187277190954
24,pesszimista,0.000330819559723855,0.000372449795268454,0.000135454728347493,0.000419994016049882,0.000335644272628554,7.08548213130219e-05,0.000280516944043637,0.00024241486134017,0.00254396027847747,0.00339550407907083,0.00245666927021143,-0.000250574220550952,-0.000248495530129998,-0.000501207035781649,0.00337119761811259,0.00421441085764554,0.00018381612246623,-0.0002610453681909,-5.79582899465372e-05,-0.000167035950165217,0.000225631824735566,-0.00683185619933913
25,pesszimista,0.000396719516375969,0.000444503251679751,0.000207157439089096,0.000487324032057339,0.000398047301063814,0.000133008810862454,0.000327230402931637,0.000291037348964003,0.00256956693411283,0.00343137662863233,0.00247248533912912,-0.000247177564213924,-0.00024525033045564,-0.000493962677331153,0.00335987310382355,0.00419537505513781,0.000237131737907748,-0.000150495178629149,-5.03518173381828e-05,-0.000141812472179763,0.000275983642073749,-0.00693275011128095
26,pesszimista,0.000449155994343047,0.000500372527030771,0.000265930357565473,0.000540989786147047,0.000446938464681898,0.000186454870411184,0.000369394984336648,0.000332240886629684,0.00259475732921,0.00346613050382626,0.00249000955030236,-0.000243810337759555,-0.000241974299883509,-0.000487180455263322,0.00334351281376913,0.00417100454657591,0.000282756081206851,-6.660105349981e-05,-4.37627777881815e-05,-0.000119999935381865,0.00031974641986193,-0.00702000025847254
27,pesszimista,0.000492371858758502,0.00054562742686768,0.000315039071287367,0.000586002416254334,0.000486319848694825,0.0002323995016593,0.000407576072739188,0.000367055924345227,0.00261965817260302,0.00349994189687255,0.00250905982980494,-0.000240500271546327,-0.00023870200847585,-0.000480835285561825,0.00332298643479641,0.00414210888577915,0.000321752047514644,-2.28936106558275e-07,-3.80638033055951e-05,-0.000101809159582679,0.000357810223167526,-0.00709276336166928
28,pesszimista,0.000529123329401293,0.000583805387706381,0.000356766220675396,0.00062546858475891,0.000518848962930944,0.000271913088408639,0.000442262958273866,0.000396390465227782,0.00264429917033588,0.00353290995681883,0.00252935348336515,-0.000237309696339933,-0.000235504889911233,-0.00047491713352235,0.00329915786225682,0.00410955477769036,0.000355058231128162,5.44520791863389e-05,-3.31471366598618e-05,-8.69466765530873e-05,0.000390957359827387,-0.00715221329378765
29,pesszimista,0.000561139202648015,0.000617046481998184,0.000392690081551501,0.000661201674865915,0.000546245262818568,0.000305935706964744,0.000473891093371782,0.000421042926767225,0.00266869836449962,0.00356514377530752,0.00255059815105517,-0.000234300920143411,-0.00023245460299486,-0.000469419110528016,0.00327288602320512,0.00407425806852395,0.000383499887346838,0.000100983103609432,-2.89200890190772e-05,-7.48985131897252e-05,0.000419877448846465,-0.0072004059472411
30,pesszimista,0.0005894814392085,0.00064659211615966,0.000423909075370764,0.000694196744958606,0.000569611133349061,0.000335287323092467,0.00050285432526683,0.000441713831765611,0.00269289598976266,0.00359678847686915,0.00257253807998955,-0.000231520115886294,-0.000229605798611754,-0.000464331643144815,0.00324499335149694,0.00403713385477475,0.000407800126755551,0.000141421359246915,-2.53015939534311e-05,-6.51042369553373e-05,0.000445179042799896,-0.00723958305217865
31,pesszimista,0.000614807583398452,0.00067314768572914,0.000451209407727747,0.000724972446019594,0.000589666855511572,0.000360679889034386,0.00052951098520438,0.000459016300124562,0.0027169599083891,0.00362802042826125,0.00259497152158001,-0.000228992609223029,-0.000226990906986191,-0.000459640455597207,0.00321622956721845,0.00399904104402401,0.000428590692306647,0.000176932254607504,-2.22197368079668e-05,-5.70514987122511e-05,0.000467398779607863,-0.007271794005151
32,pesszimista,0.000637548605462573,0.000697127850624935,0.000475182103704085,0.000753799669786336,0.000606910997721985,0.000382729739495165,0.000554186610698895,0.000473485426647748,0.00274097778397773,0.00365903035065067,0.00261775123078005,-0.00022672441644389,-0.000224621568414628,-0.000455326701967291,0.00318724396502346,0.00396073880845698,0.000446421978984753,0.000208193604162615,-1.96100614513451e-05,-5.03173213056511e-05,0.000487008841059208,-0.0072987307147774
33,pesszimista,0.000658020572061637,0.000718809894681712,0.000496299463728066,0.000780842411679141,0.00062172216948734,0.000401969356329607,0.000577175134341558,0.000485586673582746,0.00276504514072556,0.00369000495945854,0.0026407764563076,-0.000224706582487943,-0.000222493086343643,-0.000451368114571823,0.00315857053524583,0.00392286070304754,0.000461772158589951,0.000235650844291508,-1.74144458987341e-05,-4.45767601112248e-05,0.000504423286957942,-0.0073216929595551
34,pesszimista,0.000676488477400082,0.000738420605097658,0.000514961502564142,0.000806235749372335,0.000634418177046158,0.000418858042197597,0.000598739641762748,0.000495723410380804,0.00278925421174827,0.0037211122570994,0.00266398183677473,-0.000222920203665568,-0.000220589668436597,-0.000447740459313596,0.00313062536229009,0.0038859057686819,0.000475055394347408,0.000259663312249381,-1.55803627612044e-05,-3.95938779186997e-05,0.000520003649719146,-0.0073416244883252
35,pesszimista,0.000693198020557257,0.000756178610069306,0.000531521763970594,0.000830122131093675,0.000645286476750866,0.000433791348222747,0.000619113278910824,0.000504243717660225,0.00281368570699549,0.00375249219276873,0.00268732636383911,-0.000221340985801226,-0.000218889230501555,-0.000444418901224245,0.00310371352954903,0.0038502429796335,0.000486629195621772,0.000280576773829671,-1.40603791050548e-05,-3.52050399887267e-05,0.000534064028824201,-0.00735917984004509
36,pesszimista,0.00070838765910232,0.000772309331418904,0.000546300025137928,0.000852662380781287,0.000654596830418702,0.000447109279875021,0.000638500544418191,0.00051144655032337,0.00283840397641241,0.00378425250708043,0.0027107839950208,-0.000219942834988454,-0.000217367217200804,-0.00044137909612452,0.00307804217009358,0.00381612457569049,0.00049680099165992,0.000298750076792338,-1.281179063355e-05,-3.1300655047123e-05,0.000546875819457751,-0.00737479737981151
37,pesszimista,0.000722289825732636,0.0007870449304542,0.000559587424193551,0.000874033147452668,0.000662604055156243,0.000459103396411898,0.000657078996560461,0.000517587333244084,0.00286345517643155,0.00381646870067363,0.00273433648026859,-0.000218700373672442,-0.000215999311671512,-0.000438597957203028,0.00305373659192443,0.00378370416851569,0.00050583400984739,0.000314556268369815,-1.17963205835993e-05,-2.78086768694641e-05,0.00055867214004135,-0.00738876529252214
38,pesszimista,0.000735127229955512,0.000800617503699847,0.000571647782956991,0.00089441854270696,0.00066954615160373,0.00047002295330611,0.00067500129686983,0.000522883045175753,0.00288886769279925,0.00384918681462968,0.00275796837222372,-0.000217590488651158,-0.000214763134575587,-0.000436054119408512,0.00303085708043808,0.00375305637967731,0.000513952538830274,0.000328371894952363,-1.09798417246754e-05,-2.46812988381789e-05,0.000569651981766026,-0.00740127480464728
39,pesszimista,0.000747107852249827,0.000813250562978445,0.000582717489378491,0.000914000627326498,0.000675641049001988,0.000480080237674763,0.000692397470238901,0.000527516833475014,0.00291465402124563,0.00388242780389352,0.00278166389330212,-0.000216593109953819,-0.000213639133800323,-0.000433728158629298,0.00300941473828001,0.00372419575722652,0.000521346646759777,0.00034056295827922,-1.03321000675812e-05,-2.18851218608417e-05,0.000579984081833607,-0.00741245951255663
40,pesszimista,0.000758420571695901,0.000825151511507638,0.000593005269131224,0.000932951205782457,0.00068108372691727,0.000489455230276827,0.000709377258255916,0.000531642193570584,0.00294081341267801,0.00391619253327998,0.00280540522776745,-0.000215691437647733,-0.00021261088814979,-0.000431602631725756,0.00298938540283347,0.00369709361401702,0.000528176413842553,0.000351472178926703,-9.82643227767395e-06,-1.93944532401671e-05,0.000589810514111281,-0.00742242218703933
41,pesszimista,0.000769232259778005,0.000836506280775969,0.000602692472359134,0.000951425935251955,0.000686044486022527,0.000498299704808069,0.00072603245985761,0.00053538674194315,0.00296733475601535,0.00395046671261458,0.00282917181395106,-0.00021487181163406,-0.000211665027638565,-0.000429661998656185,0.00297072121567657,0.00367169214101088,0.000534575728387501,0.00036140964182838,-9.43947677590467e-06,-1.71871256759916e-05,0.000599249990887186,-0.00743125149729603
42,pesszimista,0.000779686500578073,0.000847476352716935,0.00061193406309373,0.000969560884094415,0.000690668538013929,0.00050674085222757,0.000742439178815206,0.000538855608695721,0.0029941993432409,0.00398522534964277,0.0028529402746712,-0.000214123380293302,-0.000210790933466677,-0.000427892476729748,0.00295335979391169,0.00364791565352594,0.000540655687450825,0.00037064731080256,-9.15088258847734e-06,-1.5242174072343e-05,0.000608400873475663,-0.00743903130371063
43,pesszimista,0.000789903738835952,0.000858197888787069,0.000620860255129518,0.000987471217787676,0.000695076760735996,0.000514884497843355,0.000758659923647096,0.000542134474652556,0.00302138330900348,0.00402043650855251,0.00287668470654283,-0.000213437681412791,-0.000209980337214512,-0.000426281864138565,0.00293723118765052,0.00362567914853333,0.000546507637093126,0.000379417032033047,-8.94302147921681e-06,-1.35387735617467e-05,0.00061734389495488,-0.00744584490575301
44,pesszimista,0.000799982507198291,0.000868782475822402,0.00062957862672799,0.00100525150683399,0.000699367326352614,0.000522817963019267,0.000774745528371976,0.000545292277591162,0.00304885965026069,0.00405606431205114,0.00290037713014361,-0.000212808210712055,-0.000209226899314585,-0.000424819357986273,0.00292226293092705,0.00360489452453979,0.00055220588290432,0.000387911265040867,-8.80070880224253e-06,-1.20559583890004e-05,0.000626144603757122,-0.007451776166444
45,pesszimista,0.000810001360288346,0.000879318963691876,0.000638176517459361,0.00102297713172875,0.000703617885346718,0.000530612611631278,0.000790736880509026,0.000548383612163006,0.00307659980963687,0.00409207122147415,0.00292398797235555,-0.000212230022709564,-0.000208525814969171,-0.000423495382244064,0.00290838353670712,0.00358547488328175,0.000557810098416202,0.000396285697566256,-8.71093759819973e-06,-1.07727671489484e-05,0.000634855541355322,-0.00745690893140421
46,pesszimista,0.000820021186857454,0.000889875929357778,0.000646723527066782,0.00104070632657206,0.000707888024786159,0.000538326113206288,0.000806666455736899,0.000551450847964764,0.00310457485429583,0.00412841968307189,0.00294748650590386,-0.00021169938624356,-0.000207873472135886,-0.00042230143374183,0.00289552477868817,0.0035673373311292,0.000563367456895935,0.000404662982008524,-8.66262922860626e-06,-9.66857324858667e-06,0.000643518170583928,-0.00746132570700565
47,pesszimista,0.000830087642889269,0.000900504401090285,0.000655273973494725,0.00105848250372979,0.000712221780622656,0.000546004449218769,0.000822559667224887,0.000554525989906218,0.00313275630711161,0.00416507325117486,0.00297084120940933,-0.000211213501846737,-0.000207267170223714,-0.000421229949261614,0.00288362306557842,0.00355040465701911,0.0005689145104472,0.000413136984000967,-8.64640260645664e-06,-8.72345084175063e-06,0.000652164573190385,-0.007465106196633
48,pesszimista,0.000840233524260606,0.000911240581902097,0.000663869209621198,0.00107633660616084,0.00071665004944284,0.000553683685508145,0.000838436042734934,0.000557632304416048,0.00316111669568032,0.0042019973009885,0.00299402003640241,-0.000210770278946193,-0.000206704898288804,-0.000420274193636539,0.00287262016363404,0.00353460620418825,0.000574478839075562,0.000421777101805317,-8.65436300022812e-06,-7.9184940465288e-06,0.000660818936190613,-0.00746832602381388
49,pesszimista,0.000850480964709978,0.000922108404944493,0.000672539737157155,0.00109428932539917,0.000721192803608882,0.000561391531538438,0.000854310245086033,0.000560785734136415,0.00318962988318911,0.00423915943382376,0.00301699059666104,-0.000210368165970402,-0.000206185166210602,-0.000419428167004211,0.00286246347102974,0.00351987818908652,0.00058008049122326,0.000430632367609058,-8.6799105295247e-06,-7.23605335100498e-06,0.000669498846720138,-0.00747105578659598
50,pesszimista,0.000860843398139278,0.000933121828167209,0.000681307087719873,0.00111235309521795,0.000725861060264579,0.000569148705733309,0.000870192952292411,0.000563996122624879,0.00321827123793629,0.00427652966185534,0.00303972026083822,-0.000210006024503355,-0.00020570688012787,-0.000418686528586948,0.00285310599938199,0.00350616366104322,0.00058573323613987,0.000439735164906581,-8.71756784124541e-06,-6.6598818893961e-06,0.000678216414561383,-0.00747336047244242
51,pesszimista,0.000871327262892937,0.000944286829817855,0.000690185464279189,0.00113053382305494,0.000730658588427452,0.000576970125019926,0.000886091613290626,0.000567268269269197,0.00324701768862714,0.00431408044217861,0.00306217620212222,-0.000209683038512191,-0.000205269253156121,-0.000418044534215792,0.00284450617649907,0.00349341224477704,0.000591445647277849,0.000449104487025401,-8.76282603087357e-06,-6.17520022132346e-06,0.000686979240592257,-0.00747529919911471
52,pesszimista,0.000881933451242404,0.00095560310253739,0.000699183151675053,0.00114883235575742,0.000735583360690327,0.000584865935770294,0.000902011094144874,0.000570602833191413,0.00327584770254885,0.00435178661351651,0.00308432538855442,-0.000209398650560505,-0.000204871743226445,-0.00041749798501313,0.00283662755114522,0.00348157976612659,0.00059722203467147,0.000458748723447919,-8.81200761613511e-06,-5.76869542451385e-06,0.000695791248208392,-0.00747692521830194
53,pesszimista,0.00089265852247505,0.000967065465507594,0.000708303714111792,0.00116724569675638,0.000740628769189036,0.000592842402405498,0.000917954228299606,0.00057399710343109,0.00330474121455997,0.00438962527470034,0.00310613453800072,-0.000209152518239441,-0.000204514011185704,-0.000417043185013209,0.00282943845495232,0.00347062782917187,0.000603063242982433,0.000468667998385235,-8.86214523944269e-06,-5.42847198820533e-06,0.000704653393447835,-0.00747828611204718
54,pesszimista,0.00090349570552168,0.000978665025163697,0.000717547002035925,0.00118576800218006,0.000745784631885758,0.000600902668964199,0.00093392228304792,0.000577445651202699,0.00333367952708072,0.00442757563248168,0.00312757004554873,-0.000208944485449341,-0.000204195893704691,-0.000416676905911575,0.00282291165760815,0.00346052338905781,0.000608967330595732,0.000478856106155305,-8.91087473466624e-06,-5.1439705973745e-06,0.000713564268182501,-0.0074794241176105
55,pesszimista,0.00091443571943007,0.000990390118830371,0.00072690999206626,0.00120439138699019,0.000751038017048381,0.00060904740791485,0.000949915353026921,0.00058094087855714,0.0033626451950952,0.00446561883729175,0.00314859789083768,-0.000208774564449504,-0.000203917386843478,-0.000416396357524905,0.00281702403786594,0.00345123834780783,0.00061493014384902,0.000489302095837175,-8.95634121284581e-06,-4.90586808939449e-06,0.000722520609395347,-0.00748037652764242
56,pesszimista,0.000925467439186394,0.00100222707502506,0.000736387482871824,0.00122310657161422,0.000756373912827124,0.00061727536942089,0.000965932690299696,0.000584473476369525,0.00339162190548276,0.00450373781894511,0.00316918353081157,-0.000208642925673499,-0.000203678637223935,-0.000416199162878384,0.00281175628353305,0.0034427491886965,0.000620945799201271,0.000499991557921067,-8.99711687758711e-06,-4.7059686905413e-06,0.000731517726272934,-0.00748117612523783
57,pesszimista,0.00093657843186289,0.00101416082113036,0.00074597266799124,0.00124190339668516,0.000761775766335462,0.000625583843171328,0.000981972979460346,0.000588032803243089,0.00342059435657407,0.00454191712957175,0.00318929178173743,-0.000208549893160933,-0.000203479938631998,-0.000416083337108282,0.00280709262732496,0.00343503665697202,0.000627007084911663,0.000510907661617082,-9.03212935762331e-06,-4.53709368766392e-06,0.000740549855630557,-0.00748185162524934
58,pesszimista,0.00094775538482435,0.00102617536505248,0.000755657604187423,0.00126077122969581,0.00076722591351814,0.000633969043791099,0.000998034565203746,0.000591607195673445,0.0034495481414245,0.00458014279783057,0.0032088866930632,-0.000208495944099793,-0.000203321732530884,-0.00041604726957503,0.0028030206214258,0.00342808548975342,0.0006331057926228,0.000522031985451058,-9.06059943027727e-06,-4.39297423394465e-06,0.000749610455060834,-0.00748242810306422
